Samples, k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae,k__Archaea, p__Euryarchaeota, c__Thermoplasmata, o__E2, f__[Methanomassiliicoccaceae],k__Archaea, p__[Parvarchaeota], c__[Parvarchaea], o__WCHD3-30, f__,k__Bacteria, p__, c__, o__, f__,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__Microthrixaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__ACK-M1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Beutenbergiaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Bogoriellaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Brevibacteriaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dietziaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Frankiaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Geodermatophilaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Kineosporiaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiopsaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Propionibacteriaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Sporichthyaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Yaniellaceae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Bifidobacteriales, f__Bifidobacteriaceae,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae,k__Bacteria, p__Actinobacteria, c__Nitriliruptoria, o__Nitriliruptorales, f__Nitriliruptoraceae,k__Bacteria, p__Actinobacteria, c__OPB41, o__, f__,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Patulibacteraceae,k__Bacteria, p__BRC1, c__PRR-11, o__, f__,k__Bacteria, p__Bacteroidetes, c__, o__, f__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Marinilabiaceae,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__RF16,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__SB-1,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__VC21_Bac22,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Barnesiellaceae],k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Odoribacteraceae],k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae],k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cyclobacteriaceae,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae],k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Rhabdochlamydiaceae,k__Bacteria, p__Chlorobi, c__Chlorobia, o__Chlorobiales, f__Chlorobiaceae,k__Bacteria, p__Chlorobi, c__Ignavibacteria, o__Ignavibacteriales, f__lheB3-7,k__Bacteria, p__Chlorobi, c__OPB56, o__, f__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__GCA004, f__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b,k__Bacteria, p__Chloroflexi, c__Dehalococcoidetes, o__Dehalococcoidales, f__,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Chlorophyta, f__,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Cryptophyta, f__,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Stramenopiles, f__,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__,k__Bacteria, p__Cyanobacteria, c__Synechococcophycideae, o__Synechococcales, f__Synechococcaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__[Exiguobacteraceae],k__Bacteria, p__Firmicutes, c__Bacilli, o__Gemellales, f__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Gemellales, f__Gemellaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Haloplasmatales, f__Haloplasmataceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Turicibacterales, f__Turicibacteraceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__, f__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Caldicoprobacteraceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Dehalobacteriaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__EtOH8,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Eubacteriaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Gracilibacteraceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__SBYG_4172,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Syntrophomonadaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Acidaminobacteraceae],k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae],k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae],k__Bacteria, p__Firmicutes, c__Clostridia, o__MBA08, f__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Anaerobrancaceae,k__Bacteria, p__Firmicutes, c__Clostridia, o__SHA-98, f__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae,k__Bacteria, p__GN02, c__, o__, f__,k__Bacteria, p__GN02, c__BD1-5, o__, f__,k__Bacteria, p__Lentisphaerae, c__[Lentisphaeria], o__Victivallales, f__Victivallaceae,k__Bacteria, p__Lentisphaerae, c__[Lentisphaeria], o__Z20, f__,k__Bacteria, p__Lentisphaerae, c__[Lentisphaeria], o__Z20, f__R4-45B,k__Bacteria, p__NKB19, c__TSBW08, o__, f__,k__Bacteria, p__OD1, c__ABY1, o__, f__,k__Bacteria, p__OP1, c__MSBL6, o__, f__,k__Bacteria, p__OP11, c__WCHB1-64, o__d153, f__,k__Bacteria, p__OP3, c__BD4-9, o__, f__,k__Bacteria, p__OP3, c__PBS-25, o__, f__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__AKAU3564, f__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae,k__Bacteria, p__Proteobacteria, c__, o__, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Ellin329, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Kiloniellales, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Kiloniellales, f__Kiloniellaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Brucellaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Cohaesibacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Hyphomonadaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Pelagibacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Ellin6067, f__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Gallionellales, f__Gallionellaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Hydrogenophilales, f__Hydrogenophilaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MWH-UniP1, f__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SC-I-84, f__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Thiobacterales, f__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__, f__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfarculales, f__Desulfarculaceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobacteraceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Desulfuromonadaceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__0319-6G20,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophaceae,k__Bacteria, p__Proteobacteria, c__Epsilonproteobacteria, o__Campylobacterales, f__Campylobacteraceae,k__Bacteria, p__Proteobacteria, c__Epsilonproteobacteria, o__Campylobacterales, f__Helicobacteraceae,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__34P16, f__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria
24,0.0690910316,0,0,0,0,0,0,0,0,0,0,0.0387583836,0,0,0,0.0016851471,0,0,0,0,0,0,0.0101108827,0,0,0,0,0,0,0,0,0,0.4078056014,0.8762764989,0,0,0,0,0,0,0,0,0,1.4745037242,0,0.0033702942,3.865727478,0,0.015166324,0.0016851471,0,0,0,0,0.0404435307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016851471,0,0,0,0,0.0016851471,0,0,0,0,0,0,0.0016851471,0,0,0,0,0,0.0808870614,0,0.0134811769,0.015166324,30.7842674665,0.1348117691,0.3606214823,0,0,7.3775740622,0,0.0168514711,0.5847460483,0,0.0016851471,0,0.0033702942,31.475177783,0,0,10.3350072461,0,0,10.2962488625,0,0.058980149,0.0084257356,0,0,0,0,0,0.7060766405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067405885,0,0.0269623538,0.8156112029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033702942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657207374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067405885,0,0,0,0,0,0.0016851471,0,0,0,0,0,0,0,0,0,0.0101108827,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0441286121,0,0,0,0,0,0,0,0,0,0,0.0045650288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3408554864,1.0423482508,0,0,0,0,0,0,0,0,1.5794999772,2.5168525648,0,1.1975592312,17.8051341358,0,0.1034739869,0.2754234064,0,0,0.0410852595,0.1628193618,3.4176849217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471719646,0,0,0,0.0030433526,0,0,0,0,0.0015216763,0,0.0030433526,0,0,0,0.0015216763,0,0,0,0,0.0045650288,0.4336777394,0,0.1293424837,0.0045650288,0,7.7118553799,0.0076083814,0.6223655979,1.1625606768,0.0258684967,0,0,0.0121734102,19.9354809258,0.1095606921,0.1034739869,27.648857982,0.0015216763,0.0030433526,6.9084103048,0.0091300577,0.1780361246,0.0030433526,0,0,0,0.0030433526,0,4.0598323113,0,0,0,0,0,0.0608670511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027390173,0.3225953711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5934537486,0,0,0,0,0,0,0,0.0091300577,1.119953741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973872818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593453749,0,0.0015216763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045650288,0,0,0,0,0,0.0334768781,0,0,0,0,0,0,0,0,0,0.0045650288,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
