	sequences per sample	iteration	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
alpha_rarefaction_4414_9.txt	4414	9	1581.71794872	3209.453125	2702.50943396	1219.6779661	2967.61965812	1619.01960784	1291.03061224	968.164835165	1731.79487179	1610.75806452	1454.69047619	2545.57575758	2368.59090909	1700.34210526	1627.98148148	1427.11111111	1360.03225806	1145.97115385	1552.22137405	1388.99115044	1202.59259259	1322.43697479	1349.0	1154.01298701	1379.13043478	1399.13157895	1402.03030303	1342.25806452	1215.88135593	1493.93023256	1656.82608696	1232.84496124	1083.17857143	1585.10619469	1560.58510638	1571.70588235	1343.5	970.630136986	n/a	1466.90441176	1330.50561798	1657.75757576	1501.83464567	1485.39568345	1453.79661017	1380.2	1447.18939394	1263.525	1251.79245283	1526.92105263	1458.03603604	n/a	1326.71875	1347.01149425	1667.61538462	1597.95867769	1582.83916084	1520.98333333	1369.5210084	1387.175	1401.62931034	1574.875	1650.04237288	1453.68421053	1119.16129032	1361.57462687	1573.91891892	1059.39759036	1536.05084746	1429.36645963	1807.95	1443.11278195	1404.39130435	1484.55263158	1367.62385321	1271.37209302	1379.3902439	1395.92241379	1721.92198582	1334.85294118	1748.75257732	1636.52083333	1588.4789916	1799.208	1335.49484536	1597.78846154	1293.02479339	1465.66990291	1553.79527559	1520.82142857	1325.02439024	n/a	n/a	n/a	1262.96116505	1332.3
alpha_rarefaction_5882_0.txt	5882	0	1587.08396947	3989.84051724	3066.64974619	n/a	3656.11304348	1981.91304348	1424.11450382	1451.64705882	1835.29787234	1664.40993789	1698.40559441	2718.23076923	3018.53475936	1771.82911392	1950.60126582	1663.0	1683.76190476	1283.75229358	1696.16197183	1453.82580645	1261.41284404	1647.20325203	1648.00714286	1257.26923077	1584.28169014	1498.04511278	1574.4893617	1535.99137931	1327.44444444	1726.67883212	1829.40163934	1625.08196721	1577.95789474	n/a	1704.12403101	1778.08917197	1558.6971831	1129.36904762	n/a	1586.87741935	1364.24752475	1831.24087591	1587.86184211	n/a	n/a	1554.12820513	1634.32191781	1514.15748031	1380.22047244	1499.8757764	1538.06716418	n/a	1531.64383562	1558.625	1667.80536913	1715.91946309	1791.45086705	1637.8447205	n/a	1809.57692308	1708.36363636	1816.04794521	1803.16564417	1523.14482759	1306.2	1697.25	1629.56666667	1047.13461538	1610.38235294	1774.84246575	1845.96825397	1775.57746479	1510.04	1716.48905109	1368.0	1479.94	1587.15	1364.16891892	1798.4	1428.0	1802.26446281	n/a	1799.7593985	1830.96428571	1346.67213115	1803.66470588	1474.30769231	1536.00680272	1629.00662252	1705.20945946	1642.28057554	n/a	n/a	n/a	n/a	1598.21052632
alpha_rarefaction_5882_1.txt	5882	1	1788.01694915	3876.75	3021.07317073	n/a	3452.32432432	1810.21818182	1394.22123894	967.734513274	1864.76666667	1686.25748503	1684.125	2669.18316832	2734.72727273	1717.76190476	1842.75280899	1538.32075472	1556.86184211	1187.81034483	1716.25	1604.07407407	1340.45454545	1456.67123288	1504.62732919	1240.34285714	1462.02158273	1726.34677419	1489.33333333	1507.05882353	1431.11904762	1704.89726027	1640.97887324	1381.68613139	1446.37837838	n/a	1581.36956522	1834.6971831	1573.54109589	1077.30769231	n/a	1603.1372549	1381.52475248	2001.49253731	1638.06622517	n/a	n/a	1523.07936508	1568.64189189	1641.08547009	1572.03030303	1759.93333333	1508.52631579	n/a	1473.72483221	1371.14285714	1530.35151515	1784.50359712	1934.18421053	1663.51655629	n/a	1718.37777778	1739.9	1677.34161491	1774.59119497	1621.78873239	1461.83018868	1639.59124088	1807.38848921	1168.31521739	1582.02040816	1864.22368421	2067.00584795	1601.8625	1571.67407407	1636.4140625	1385.57462687	1440.66666667	1765.02564103	1459.8807947	1945.45098039	1282.00840336	1677.04615385	n/a	1743.13793103	1764.9375	1527.24271845	1772.57714286	1404.4	1752.45669291	1658.23529412	1654.37414966	1670.96992481	n/a	n/a	n/a	n/a	1533.5
alpha_rarefaction_5882_2.txt	5882	2	1815.17948718	3611.4375	3046.52272727	n/a	3122.73684211	1887.20588235	1423.00740741	1245.78125	1771.16455696	1743.50980392	1632.80405405	2751.805	2856.03092784	1656.53061224	2070.02453988	1609.50657895	1551.57042254	1262.35416667	1665.35483871	1478.88194444	1178.94067797	1513.11290323	1713.65891473	1209.25688073	1579.12676056	1430.40559441	1507.928	1568.1588785	1347.9296875	1728.65942029	1815.64285714	1509.65217391	1532.44554455	n/a	1661.50714286	1708.42168675	1488.18120805	1236.0	n/a	1649.68421053	1375.62931034	1896.29166667	1471.74074074	n/a	n/a	1512.90163934	1550.00609756	1517.07518797	1541.25663717	1501.37931034	1428.52307692	n/a	1454.3525641	1462.90384615	1554.00609756	1699.87162162	1681.75147929	1822.46896552	n/a	1751.35114504	1549.58333333	1809.43046358	1630.94375	1500.65441176	1321.04347826	1494.54225352	1542.0931677	1105.94117647	1478.29677419	1642.42580645	1888.03314917	1688.5625	1511.87826087	1669.21538462	1658.7027027	1499.73426573	1592.68656716	1455.93023256	1899.43137255	1363.61904762	1759.70833333	n/a	1813.90647482	1875.29090909	1477.23931624	1822.21818182	1434.70588235	1620.09302326	1616.76433121	1608.73584906	1500.29268293	n/a	n/a	n/a	n/a	1397.07086614
alpha_rarefaction_5882_3.txt	5882	3	1615.47014925	3760.2	3177.0	n/a	3375.16216216	1976.26451613	1250.66666667	1128.53398058	1739.01863354	1774.68493151	1692.88888889	3166.25949367	3147.02298851	1653.55555556	1828.50581395	1616.66666667	1590.87671233	1350.61	1594.94375	1591.2	1350.87628866	1575.12307692	1588.7	1290.85840708	1547.92	1516.18939394	1749.09009009	1426.55454545	1353.1294964	1690.04347826	1702.37414966	1756.82692308	1307.75892857	n/a	1508.21917808	1726.59493671	1524.88157895	1142.71764706	n/a	1583.50684932	1461.73267327	2001.08510638	1682.90510949	n/a	n/a	1454.5625	1666.69536424	1478.03816794	1418.6	1497.99253731	1738.17241379	n/a	1447.82467532	1327.16239316	1649.56521739	1686.36486486	1918.14473684	1757.25	n/a	1688.08088235	1530.32846715	1918.3877551	1874.25694444	1532.00699301	1311.4245283	1585.83916084	1658.01935484	1315.03571429	1572.18978102	1886.71034483	1905.31088083	1602.00680272	1476.4765625	1623.31034483	1352.43537415	1531.26666667	1507.15328467	1495.55905512	1950.63758389	1370.125	1677.52307692	n/a	1786.37410072	1969.25	1374.0	1926.94	1397.31756757	1649.72093023	1675.06451613	1569.6625	1514.98529412	n/a	n/a	n/a	n/a	1524.55045872
alpha_rarefaction_5882_4.txt	5882	4	1534.00699301	3602.0122449	3038.76884422	n/a	3951.62666667	1781.10322581	1472.51886792	1225.84782609	1914.89240506	1635.56493506	1801.96503497	2911.78531073	3092.25555556	1670.0	1906.4	1878.07936508	1730.04255319	1176.59375	1621.18543046	1523.66423358	1383.73404255	1596.32089552	1510.71523179	1148.97435897	1523.29801325	1476.46853147	1479.15037594	1404.425	1384.61538462	1598.18181818	1751.43537415	1537.56153846	1446.25	n/a	1626.71428571	1757.07594937	1648.53125	1149.60240964	n/a	1619.63636364	1380.82142857	1770.55629139	1500.11764706	n/a	n/a	1552.36885246	1581.00680272	1608.91056911	1493.98333333	1645.00740741	1584.44444444	n/a	1507.81632653	1330.00925926	1702.0	1687.21088435	1725.22289157	1716.84810127	n/a	1734.92366412	1589.04081633	1802.10869565	1804.66470588	1515.80645161	1539.62765957	1741.25	1769.0	1142.4	1553.97142857	1726.65	1908.98823529	1644.15625	1577.4789916	1742.24	1475.69747899	1441.1	1507.31034483	1493.31081081	1792.56024096	1421.92241379	1616.13235294	n/a	1823.28358209	1765.55952381	1401.5210084	2037.56834532	1351.33093525	1725.27692308	1746.84246575	1568.12727273	1585.22222222	n/a	n/a	n/a	n/a	1573.03
alpha_rarefaction_5882_5.txt	5882	5	1446.42068966	3576.51293103	2888.34703196	n/a	3384.38735178	1816.19078947	1586.99056604	1226.2247191	1799.32608696	1755.47916667	1693.61832061	2942.28571429	2973.65405405	1908.35416667	2078.75	1710.49681529	1578.17391304	1470.06060606	1826.40769231	1577.02325581	1336.23893805	1556.08396947	1683.13970588	1256.0106383	1542.81690141	1580.02272727	1428.34351145	1546.83018868	1662.59663866	1674.60264901	2075.08547009	1536.9	1312.024	n/a	1601.95419847	1668.90909091	1610.40909091	1083.6	n/a	1659.73684211	1431.01980198	1750.14285714	1607.35483871	n/a	n/a	1461.59541985	1862.21212121	1514.90225564	1350.44715447	1574.4	1418.52	n/a	1523.70469799	1219.208	1568.49032258	1719.12080537	1730.38953488	1570.08928571	n/a	1787.6	1786.37984496	1886.43918919	1589.89240506	1584.18978102	1513.52884615	1652.0	1852.57936508	1142.42056075	1686.0212766	1695.98148148	1869.08379888	1642.12727273	1572.05128205	1491.14893617	1513.25862069	1468.4893617	1478.88732394	1460.0	1816.225	1387.47933884	1644.51908397	n/a	1695.23357664	1874.75568182	1416.70338983	1959.0617284	1443.96453901	1480.98684211	1658.63815789	1607.73684211	1287.11111111	n/a	n/a	n/a	n/a	1344.5
alpha_rarefaction_5882_6.txt	5882	6	1601.5859375	3790.67322835	2964.50236967	n/a	3478.0620155	1885.63095238	1472.56097561	1067.07291667	1867.37762238	1922.92198582	1608.56756757	3227.61445783	3001.18461538	1848.43150685	2056.55621302	1619.67407407	1660.43137255	1249.31304348	1717.6875	1500.15037594	1359.09803922	1742.92366412	1643.17518248	1325.9	1475.92517007	1581.75735294	1629.54032258	1279.55084746	1429.54545455	1481.80606061	1726.59615385	1448.425	1602.79591837	n/a	1607.97560976	1656.25581395	1523.96178344	1115.11627907	n/a	1801.3358209	1371.89380531	1838.90322581	1753.51145038	n/a	n/a	1572.58196721	1474.66666667	1497.26666667	1380.71875	1602.80405405	1502.57246377	n/a	1589.37931034	1326.46846847	1773.50344828	1749.82758621	1835.67948718	1626.68072289	n/a	1796.42519685	1759.5210084	1722.78431373	1685.98823529	1457.24137931	1233.62790698	1591.73076923	1695.42068966	1187.92857143	1574.54545455	1845.03225806	1979.12727273	1788.88888889	1497.625	1651.21052632	1511.55084746	1457.73913043	1663.9338843	1470.57142857	1955.70588235	1701.3364486	1773.3358209	n/a	1686.16666667	1819.54491018	1281.81889764	1893.00653595	1334.57142857	1822.17647059	1792.19444444	1541.46296296	1377.16891892	n/a	n/a	n/a	n/a	1522.07317073
alpha_rarefaction_5882_7.txt	5882	7	1793.66101695	3457.2295082	2608.94759825	n/a	3527.3744856	1953.75	1307.79032258	1149.55789474	1860.4	1628.23225806	1668.57142857	2720.29255319	3016.24226804	1741.98709677	1962.63529412	1598.8525641	1480.56410256	1302.17857143	1600.35031847	1494.03424658	1317.7	1560.53793103	1486.13636364	1258.06603774	1505.02702703	1734.40163934	1678.0	1436.024	1499.28358209	1631.4893617	1883.87681159	1451.94488189	1487.69306931	n/a	1775.19047619	1773.63225806	1514.12328767	1072.67901235	n/a	1641.43150685	1301.45454545	1998.00740741	1734.67883212	n/a	n/a	1510.04	1673.125	1671.29411765	1406.2952381	1530.52083333	1656.58823529	n/a	1502.34	1219.14728682	1790.62745098	1728.37931034	1730.54069767	1780.71532847	n/a	1783.84090909	1650.52941176	1799.09615385	1766.10126582	1533.88888889	1368.74285714	1464.93292683	1629.12676056	1156.35714286	1663.72093023	1647.18064516	1957.92134831	1614.375	1384.35915493	1542.75539568	1408.0	1550.3255814	1468.54347826	1430.16447368	1958.09467456	1362.07874016	1724.65546218	n/a	1654.2	1868.52439024	1423.75	1708.40571429	1440.61029412	1627.30769231	1650.06622517	1578.32075472	1491.10638298	n/a	n/a	n/a	n/a	1369.51968504
alpha_rarefaction_5882_8.txt	5882	8	1472.35294118	3736.7755102	2842.9178744	n/a	3401.51190476	1872.20833333	1640.96330275	1048.51020408	1742.51829268	1732.26627219	1462.33333333	2774.57377049	3132.609375	1813.54929577	1988.28571429	1659.56338028	1680.52083333	1202.41134752	1766.65671642	1653.57692308	1229.66666667	1431.70422535	1591.65030675	1229.62857143	1608.78195489	1546.88888889	1505.3880597	1305.05042017	1360.29787234	1732.28571429	1645.17931034	1599.18918919	1412.09090909	n/a	1883.94339623	1804.75	1527.19047619	1016.5	n/a	1643.56578947	1250.7398374	1925.49032258	1522.21917808	n/a	n/a	1592.83333333	1726.31506849	1541.72932331	1521.78225806	1415.5060241	1601.83333333	n/a	1464.24137931	1390.68269231	1630.43113772	1814.49253731	1973.1025641	1576.43137255	n/a	1697.48905109	1765.8125	1718.13207547	1787.18918919	1584.36690647	1394.01980198	1781.13333333	1559.25899281	1311.25609756	1482.01923077	1643.78333333	2025.12738854	1809.84090909	1504.328	1599.63829787	1512.9921875	1466.97841727	1652.31932773	1497.98529412	1954.29166667	1547.35294118	1720.03937008	n/a	1616.47014925	1773.45086705	1433.83898305	1843.55151515	1473.50381679	1666.16541353	1762.7	1647.00653595	1519.99253731	n/a	n/a	n/a	n/a	1435.58823529
alpha_rarefaction_5882_9.txt	5882	9	1477.39007092	3694.47916667	2960.65876777	n/a	3344.67032967	1975.33333333	1503.37373737	1251.37078652	1779.77922078	1576.63924051	1610.35483871	2621.76388889	3105.20348837	1743.91772152	1792.30508475	1612.01960784	1555.64788732	1369.06122449	1918.37815126	1854.12711864	1169.11111111	1518.77272727	1646.86956522	1249.9266055	1433.55479452	1638.91935484	1555.12295082	1295.54918033	1425.90344828	1774.00746269	1737.32885906	1656.07894737	1396.73873874	n/a	1692.57894737	1761.6	1463.61538462	1114.64705882	n/a	1671.73376623	1210.39344262	1815.68987342	1740.55555556	n/a	n/a	1486.80991736	1605.66878981	1489.62307692	1419.65354331	1633.73376623	1719.97457627	n/a	1512.1958042	1378.57936508	1601.26923077	1708.43918919	1882.51948052	1763.5033557	n/a	1811.68	1847.45454545	1942.38461538	1668.56976744	1672.66153846	1271.16666667	1504.61935484	1687.36486486	1141.55555556	1546.8	1676.7278481	1959.92134831	1546.39285714	1439.68	1630.27906977	1565.25833333	1457.97315436	1545.44360902	1496.06993007	1752.06060606	1601.10619469	1659.35507246	n/a	1624.74324324	1996.0304878	1297.39705882	1800.24	1454.0	1516.15037594	1777.92198582	1608.24683544	1454.0890411	n/a	n/a	n/a	n/a	1434.90225564
alpha_rarefaction_7350_0.txt	7350	0	1689.0955414	4093.996139	3391.01315789	n/a	3762.93939394	1975.1147541	1612.88188976	1239.34285714	2087.9245283	1768.69767442	1626.1978022	3421.67839196	3530.65217391	1890.53409091	2138.21621622	1848.01273885	1655.52439024	1429.56034483	1916.46153846	1858.90322581	1398.29752066	1706.8057554	1669.12804878	1595.1010101	1562.05063291	1562.09090909	1714.96078431	1599.95419847	1657.08510638	1908.88815789	1841.43292683	1578.28947368	1630.81395349	n/a	1635.76433121	1851.40331492	1639.59763314	n/a	n/a	1963.25	1382.5	2090.02312139	1857.1589404	n/a	n/a	n/a	1741.47272727	1568.43708609	1474.00719424	1921.7875	1707.79285714	n/a	n/a	1488.93129771	1774.0862069	n/a	2042.76100629	1905.59235669	n/a	n/a	1803.32075472	1927.87931034	1911.4	1708.68181818	1596.0	1721.01342282	1841.57142857	1172.22222222	1764.00598802	1792.42622951	2103.55102041	1862.28834356	1592.53284672	1843.24832215	1575.04929577	1586.14285714	1723.57142857	1510.70440252	2085.62209302	1618.23529412	n/a	n/a	1789.56097561	2131.73529412	1527.41463415	1943.23913043	1528.59090909	1739.41509434	1765.58100559	n/a	1686.5	n/a	n/a	n/a	n/a	1728.4453125
alpha_rarefaction_7350_1.txt	7350	1	1757.73376623	3936.14084507	3078.73728814	n/a	3598.13870968	2041.49431818	1559.71111111	1152.9453125	1801.17857143	1907.95882353	1677.35	3479.38613861	3484.20444444	1987.9202454	2058.05235602	1890.27083333	1823.32934132	1445.7804878	1975.91772152	1815.5	1475.83898305	1876.76086957	1789.85915493	1433.1440678	1647.43150685	1676.69178082	1824.00704225	1705.9375	1691.77692308	1815.56024096	1693.92090395	1569.10687023	1471.00854701	n/a	1637.18300654	1989.66451613	1729.29032258	n/a	n/a	1769.6686747	1410.73553719	2096.67272727	1671.14285714	n/a	n/a	n/a	1659.05813953	1481.89240506	1575.85714286	1593.40764331	1657.00662252	n/a	n/a	1487.88888889	1797.18539326	n/a	2096.40740741	1892.11258278	n/a	n/a	1941.53956835	1882.73796791	2018.38216561	1723.19078947	1453.2421875	1749.75675676	1793.69318182	1275.02857143	1762.61538462	1948.61111111	2061.14925373	1885.15151515	1642.37777778	1897.05839416	1767.00724638	1636.30201342	1742.34482759	1520.72727273	1957.58152174	1533.82142857	n/a	n/a	1774.05988024	1921.53370787	1447.83088235	1926.42934783	1520.11764706	1972.64705882	1910.66091954	n/a	1635.88679245	n/a	n/a	n/a	n/a	1503.13245033
alpha_rarefaction_7350_2.txt	7350	2	1733.01315789	4136.0	3187.5787234	n/a	3535.48208469	2173.70588235	1493.42307692	1180.79661017	1973.40236686	1829.5	1881.90647482	3439.69767442	3589.60930233	2003.1125	2342.12426036	1759.53658537	1647.12	1397.11627907	1920.53947368	1865.30935252	1336.7295082	1704.56329114	1697.19496855	1444.48648649	1625.75471698	1900.30769231	1646.13138686	1661.72340426	1457.26490066	1920.15243902	1801.62352941	1876.19047619	1410.52272727	n/a	1752.08982036	1946.61445783	1670.44444444	n/a	n/a	1826.90243902	1418.22222222	2010.3372093	1688.67272727	n/a	n/a	n/a	1761.51851852	1697.04347826	1504.968	1763.5060241	1668.51948052	n/a	n/a	1606.79130435	1732.75555556	n/a	1960.0	2046.33333333	n/a	n/a	1889.11278195	1895.2642487	2040.1625	1643.08125	1447.16793893	1826.02040816	1972.52866242	1205.50877193	1716.24418605	1820.95882353	1920.57943925	1932.50943396	1550.44303797	1767.4	1564.00680272	1554.60606061	1741.34482759	1496.73652695	1960.15135135	1584.00819672	n/a	n/a	1650.89839572	1983.87428571	1447.18666667	1943.99456522	1477.90322581	1698.06369427	1984.82208589	n/a	1797.72142857	n/a	n/a	n/a	n/a	1718.38333333
alpha_rarefaction_7350_3.txt	7350	3	1773.8807947	4144.72222222	3444.85585586	n/a	3800.77854671	2048.13207547	1726.71428571	1407.01111111	1953.94968553	2069.77464789	1827.03921569	3135.13023256	3280.01229508	1842.67597765	2194.95953757	1759.51829268	1984.27272727	1328.55970149	1828.43478261	1767.22377622	1373.04958678	1550.42424242	1807.6	1492.5	1637.34591195	1642.04137931	1642.59310345	1697.2	1604.17391304	1967.6	1828.03550296	1867.848	1618.65765766	n/a	1812.11034483	1832.89175258	1664.66037736	n/a	n/a	1709.10734463	1460.1	2021.72067039	1605.39884393	n/a	n/a	n/a	1715.0	1557.97826087	1732.59836066	1787.0754717	1959.28971963	n/a	n/a	1493.43650794	1876.70930233	n/a	2093.68965517	1849.50581395	n/a	n/a	2011.42857143	1931.0	1904.5	1708.68181818	1467.37931034	1760.67283951	1797.03550296	1304.00925926	1759.64189189	2102.67515924	2032.04123711	1755.83536585	1614.10067114	1757.08333333	1580.50675676	1595.65540541	1723.57142857	1573.58433735	2050.80225989	1542.06896552	n/a	n/a	1911.5	2089.39285714	1607.61904762	2045.43930636	1529.42857143	1624.54022989	1842.08982036	n/a	1681.18543046	n/a	n/a	n/a	n/a	1777.57024793
alpha_rarefaction_7350_4.txt	7350	4	1667.78481013	3931.67870036	3272.90041494	n/a	3930.89032258	1904.203125	1410.71538462	1295.1443299	1843.52083333	1816.37931034	1812.12280702	3217.2047619	3620.15962441	1867.08571429	2125.83870968	1693.91666667	1582.43428571	1397.02255639	1901.08928571	1667.63125	1420.43925234	1860.56521739	1580.29268293	1427.63333333	1527.68518519	1913.34883721	1565.86503067	1716.54615385	1635.28571429	2022.56521739	1973.24183007	1810.04	1498.56097561	n/a	1715.46853147	1957.38888889	1623.10614525	n/a	n/a	1885.38709677	1578.13793103	2060.00549451	1744.67073171	n/a	n/a	n/a	1668.22346369	1548.02097902	1676.7734375	1744.98709677	1582.00625	n/a	n/a	1465.248	1669.16580311	n/a	1937.51685393	1910.24260355	n/a	n/a	1911.04081633	1874.43956044	1840.03508772	1693.01910828	1505.77952756	1739.01818182	1924.31288344	1266.79439252	1626.86335404	2131.68918919	2210.56701031	1940.98843931	1756.4351145	1744.91666667	1610.22916667	1642.64189189	1745.64583333	1568.83950617	1999.26404494	1567.2	n/a	n/a	1756.53846154	1921.15469613	1612.25833333	1927.5106383	1618.04081633	1739.11764706	1822.12179487	n/a	1611.27950311	n/a	n/a	n/a	n/a	1798.04032258
alpha_rarefaction_7350_5.txt	7350	5	1801.20289855	3971.88732394	3287.40807175	n/a	4026.9893617	2149.05847953	1727.34210526	1283.0	2028.27272727	1970.73493976	1785.675	3456.56756757	3669.37614679	1845.56521739	2162.65317919	1775.9375	1772.34161491	1282.09923664	1734.22413793	1759.31756757	1311.55905512	1661.29801325	1686.46060606	1473.63207547	1534.43428571	1589.02684564	1703.0212766	1487.82758621	1712.96946565	1841.88461538	1917.76582278	1518.54477612	1507.7768595	n/a	1743.53691275	1969.60869565	1702.0617284	n/a	n/a	1735.43956044	1272.8880597	1990.06358382	1836.375	n/a	n/a	n/a	1798.38596491	1477.46428571	1509.0	1688.28323699	1712.63291139	n/a	n/a	1568.64566929	1828.05487805	n/a	2144.51851852	1700.8972973	n/a	n/a	1858.11949686	1839.08064516	1844.875	1684.51923077	1376.85714286	1663.67283951	1781.46629213	1196.00884956	1725.67948718	1970.92307692	2125.04469274	1811.53571429	1642.24161074	2037.22222222	1565.68613139	1622.90066225	1744.57534247	1685.46808511	2022.45	1694.11904762	n/a	n/a	1757.21387283	1984.00540541	1473.6	1959.71578947	1502.49044586	1737.5	1817.30555556	n/a	1727.35483871	n/a	n/a	n/a	n/a	1654.25
alpha_rarefaction_7350_6.txt	7350	6	1843.55629139	4108.2244898	3570.27227723	n/a	4004.99638989	1982.00546448	1485.06993007	1229.42990654	1901.80555556	2039.28947368	1980.40425532	3228.09478673	3668.17475728	1918.61403509	2103.71957672	1734.33333333	1669.56140351	1325.25714286	1939.88888889	1712.71830986	1389.13793103	1762.30714286	1849.00699301	1559.03092784	1723.06164384	1633.98076923	1700.25	1756.05504587	1551.96226415	2080.92307692	1934.6875	1674.56692913	1657.50925926	n/a	1775.81506849	1846.30508475	1666.01960784	n/a	n/a	1841.63636364	1337.41666667	2175.30538922	1597.78106509	n/a	n/a	n/a	1712.12068966	1659.61073826	1545.27067669	1847.82580645	1571.09146341	n/a	n/a	1455.62758621	1759.61666667	n/a	2203.76470588	1942.8	n/a	n/a	1929.54961832	2022.18072289	1912.375	1755.72483221	1508.07692308	1864.02547771	1742.5177305	1182.66666667	1713.07954545	1740.89473684	2079.57653061	1892.04166667	1642.87943262	1930.22627737	1695.62790698	1574.97368421	1737.11643836	1712.63194444	1960.01639344	1582.0	n/a	n/a	1980.37748344	2011.77664975	1577.14084507	2077.98275862	1525.97368421	1822.21875	1824.01704545	n/a	1616.56097561	n/a	n/a	n/a	n/a	1845.2295082
alpha_rarefaction_7350_7.txt	7350	7	1844.85106383	4010.23913043	3240.56696429	n/a	3494.83934426	1999.70466321	1593.72142857	1246.11926606	2057.29268293	1924.05649718	1773.11764706	3063.00460829	3594.125	1865.55882353	2127.296875	1590.18072289	1803.05988024	1467.8907563	1769.51829268	1898.87755102	1339.62931034	1732.96078431	1628.01785714	1360.28571429	1688.0	1781.38931298	1764.85714286	1550.04878049	1683.21830986	1723.8972973	1785.38596491	1870.10569106	1553.33333333	n/a	1661.0	2004.67241379	1790.88811189	n/a	n/a	1795.5	1248.42857143	2107.94736842	1796.75675676	n/a	n/a	n/a	1865.30921053	1751.54477612	1512.44897959	1934.41935484	1672.74	n/a	n/a	1361.4	1840.89010989	n/a	1852.34659091	1821.47133758	n/a	n/a	1839.9	1874.12280702	2009.00617284	1678.7278481	1465.95238095	1699.97560976	2001.08333333	1226.90178571	1751.28571429	1878.51412429	2041.93137255	1803.1257485	1598.87681159	1716.01324503	1553.82142857	1623.69178082	1729.68493151	1757.34285714	2014.5801105	1616.48120301	n/a	n/a	1841.23287671	1959.0	1478.93835616	2034.20454545	1513.71523179	1992.03597122	1859.76785714	n/a	1670.68965517	n/a	n/a	n/a	n/a	1664.48360656
alpha_rarefaction_7350_8.txt	7350	8	1680.74534161	3981.5480427	3286.02739726	n/a	3940.80363636	1890.75862069	1510.02158273	1297.7029703	1789.91489362	2012.1025641	1861.52	2901.64317181	3332.02643172	1878.50581395	2146.9375	1647.78333333	1781.52027027	1498.59459459	1908.97093023	1667.5	1461.5	1729.67391304	1655.31288344	1471.78899083	1570.79166667	1653.23943662	1610.50657895	1624.38135593	1567.06521739	1796.22360248	1765.77108434	1664.2983871	1500.84375	n/a	1733.51898734	1882.08571429	1666.81818182	n/a	n/a	1837.58598726	1279.42857143	2069.47928994	1768.0931677	n/a	n/a	n/a	1828.24683544	1629.0	1540.6124031	1775.38150289	1659.74324324	n/a	n/a	1423.65217391	1742.17241379	n/a	1904.0	1874.26582278	n/a	n/a	1868.34482759	2046.57142857	1880.26582278	1726.73076923	1438.39473684	1818.43165468	1919.38953488	1306.2	1705.97175141	1846.59146341	2119.63934426	1893.67272727	1559.02	1812.80405405	1653.23529412	1605.14765101	1737.10344828	1591.50684932	2058.05263158	1596.55725191	n/a	n/a	2008.90225564	2055.07954545	1596.36585366	2015.73410405	1545.40939597	1827.55483871	1922.375	n/a	1588.78698225	n/a	n/a	n/a	n/a	1582.71942446
