	sequences per sample	iteration	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
alpha_rarefaction_2946_0.txt	2946	0	1052.00909091	2256.21965318	2333.890625	1029.70192308	2532.44	1537.13888889	989.617977528	970.223880597	1332.28440367	1294.42857143	1172.05309735	2003.625	2027.29007634	1313.89090909	1250.71653543	1177.24742268	1600.76923077	884.814814815	1341.22772277	1205.68604651	852.468085106	1235.33333333	1201.13274336	889.243243243	1156.8	1379.06593407	1188.68604651	1034.34210526	1206.44827586	1130.29268293	1549.10989011	1222.10989011	855.833333333	1214.45454545	1134.03	1241.60305344	1322.46236559	684.651515152	n/a	1116.50943396	1074.21875	1172.58474576	1269.18269231	1397.51456311	1136.52777778	1136.62921348	1243.25961538	1136.91860465	1175.53846154	1439.15384615	1114.3655914	1210.01282051	1207.53191489	1123.46153846	1192.08928571	1195.625	1251.41666667	1286.43925234	1053.9245283	1278.74157303	1278.86597938	1315.77678571	1349.6185567	1235.69318182	1170.01666667	1089.18421053	1228.33333333	805.48	1231.31	1388.70212766	1436.11290323	1156.775	1262.41891892	1076.00869565	1095.06666667	1110.65217391	1349.90909091	1189.93258427	1272.8	1044.11627907	1343.0	1341.27906977	1153.5877193	1478.89215686	1025.63636364	1255.77272727	1144.9787234	1267.84375	1275.8440367	1256.69090909	1204.62365591	1122.11111111	n/a	1346.34567901	1255.98591549	1206.30434783
alpha_rarefaction_2946_1.txt	2946	1	1268.63953488	2888.60869565	2248.02307692	1117.55913978	2655.92948718	1258.875	1000.72527473	1001.25	1528.14705882	1353.38888889	1227.77669903	2069.42857143	2449.47222222	1333.77884615	1471.77981651	1410.0	1158.34375	1014.64285714	1273.55454545	1089.52884615	956.684931507	1146.87912088	1166.02272727	862.337837838	1221.625	1259.8	1371.12987013	1108.16455696	1163.3258427	1344.96039604	1322.25961538	1120.36144578	1247.45205479	1468.5125	1182.2	1283.51492537	1305.06521739	903.375	n/a	1298.00980392	982.763157895	1529.55555556	1244.34285714	1310.12380952	1151.08163265	1139.34375	1343.39393939	1071.2371134	1282.79166667	1346.3814433	1050.5	1077.5	1342.16666667	1009.46987952	1219.71171171	1290.85087719	1317.44	1320.72277228	1148.24489796	1250.71910112	1125.72727273	1420.37373737	1407.94174757	1137.0	1058.6	1346.17241379	1237.11881188	772.5	1108.00934579	1190.75409836	1358.61363636	1332.72727273	1187.98863636	1072.26315789	945.428571429	1097.56410256	1177.8988764	1056.57142857	1374.84297521	1091.01234568	1212.89423077	1414.52631579	1459.44827586	1340.55752212	892.02247191	1351.624	1069.03296703	1281.17647059	1165.05691057	1217.39823009	1166.1010101	1107.55421687	n/a	1226.13636364	1053.5	1166.69014085
alpha_rarefaction_2946_2.txt	2946	2	1247.51111111	2651.93661972	2052.48529412	1170.04166667	2687.01960784	1499.76470588	973.895348837	772.614285714	1464.84466019	1136.0	1193.15384615	2113.38842975	2321.45454545	1285.90909091	1337.87826087	1220.63551402	1166.00869565	943.6	1330.11235955	1271.35	896.117647059	1110.08163265	1245.53211009	857.62195122	1156.21052632	1206.16	972.010752688	1139.07894737	1098.48863636	1238.81538462	1278.6	1233.07058824	920.804347826	1142.22222222	1142.57142857	1268.00813008	1340.89108911	757.04109589	n/a	1245.46788991	1151.18181818	1371.72115385	1160.73267327	1478.0	1212.86666667	1362.88	1096.5	1092.16494845	1059.66315789	1265.78021978	1019.53719008	1131.24096386	1224.23913043	881.568181818	1219.32110092	1295.85087719	1525.96808511	1371.46601942	1171.86597938	1340.20512821	1334.90526316	1469.84466019	1260.52631579	1422.16304348	928.933333333	1257.28	1242.94059406	787.125	1113.14018692	1268.69090909	1429.928	1392.03296703	1076.91304348	992.464285714	1385.89873418	1263.9	1316.01176471	1181.91	1385.41441441	1009.04	1239.39534884	1425.92523364	1403.0	1458.5	1129.37333333	1296.26666667	1165.28571429	1109.59259259	1267.00925926	1185.5	1180.06315789	1068.43902439	n/a	1341.20253165	1189.88888889	1247.72972973
alpha_rarefaction_2946_3.txt	2946	3	1401.78313253	2642.67391304	2086.07518797	1076.57731959	2401.10106383	1276.35433071	1030.97590361	988.714285714	1450.91262136	1306.74285714	1165.58928571	1954.76229508	2001.19047619	1418.97029703	1837.0	1247.42857143	1155.79787234	955.278481013	1178.85714286	1140.61682243	846.279069767	1198.98837209	1142.91304348	898.461538462	1160.40952381	1149.34653465	1073.6875	1218.20833333	1206.44186047	1364.27659574	1375.52941176	1161.8172043	1127.14084507	1184.86666667	1149.59090909	1438.02857143	1153.35849057	843.368421053	n/a	1223.6969697	997.147058824	1404.22429907	1027.8125	1404.375	1217.02941176	955.269230769	1196.0	1211.78571429	1080.20253165	1478.66666667	1100.06451613	1132.06666667	1171.79787234	994.117647059	1397.07142857	1214.67826087	1380.44859813	1326.41	1067.5	1201.94382022	1327.03448276	1380.8	1313.67256637	1189.42105263	1035.79746835	1103.70192308	1269.33333333	846.109589041	1102.05714286	1337.75675676	1514.375	1156.97413793	944.342857143	1192.48484848	1055.03658537	1126.0	1193.52941176	1143.03333333	1409.66371681	1290.51612903	1256.67741935	1329.71875	1361.59139785	1358.63636364	1037.16438356	1320.38392857	1189.84337349	1176.23333333	1296.64356436	1539.51111111	1297.25925926	1093.67857143	n/a	1119.59782609	1006.87341772	1201.40298507
alpha_rarefaction_2946_4.txt	2946	4	1291.22580645	2578.50666667	2251.92920354	1151.88888889	2471.86335404	1357.088	1161.78313253	880.161764706	1477.99115044	1357.23762376	1179.85046729	1908.34883721	2430.87378641	1336.088	1632.32978723	1223.48648649	1348.26506024	1029.88607595	1302.85294118	1299.25301205	1001.18604651	1245.30769231	1101.30172414	1060.38709677	1166.07865169	1321.79381443	1137.56097561	1236.21428571	1057.86904762	1247.72477064	1299.09259259	1118.6	1152.13432836	1192.73563218	1254.54166667	1345.08256881	1238.53061224	798.018518519	n/a	1197.3258427	888.573170732	1477.05940594	1328.64516129	1427.28865979	1165.34375	1035.47368421	1193.96261682	1202.8	1020.59036145	1125.35714286	1147.77419355	1119.81818182	1134.39215686	1131.01333333	1371.11650485	1231.02857143	1520.53398058	1291.33333333	1241.59550562	1313.06741573	1163.38297872	1439.38679245	1361.94594595	1341.11627907	977.130434783	1294.61797753	1335.90909091	926.0	1224.55913978	1271.16535433	1366.04929577	1318.97894737	1060.83529412	1278.53333333	1101.34375	1110.09836066	1291.5625	1039.02912621	1312.925	968.045977011	1278.0212766	1362.77777778	1380.93877551	1427.69105691	1075.78571429	1381.20472441	1018.51111111	1191.28282828	1340.56034483	1297.89320388	1346.6626506	1096.28571429	n/a	1258.54545455	1001.92134831	1159.0
alpha_rarefaction_2946_5.txt	2946	5	1237.3125	2723.125	2120.0	1086.02803738	2508.67272727	1140.31690141	1041.19230769	836.338235294	1463.16129032	1225.67213115	1384.01098901	2264.88793103	1927.52	1200.2	1568.0	1304.41747573	1210.224	1039.91666667	1485.51086957	1122.22105263	927.534883721	1094.84536082	1189.22222222	933.347826087	1064.57731959	1075.59615385	1192.26506024	1066.53333333	1190.96296296	1312.48387097	1397.16853933	1033.06185567	1147.0	1209.38709677	1181.0625	1459.24271845	1176.0	784.655737705	n/a	1362.94594595	895.170731707	1458.38297872	1434.52941176	1363.125	1190.625	1291.03947368	1231.51327434	1119.97826087	1268.38028169	1293.84375	1040.40366972	1016.98913043	1285.0	947.081395349	1312.22916667	1277.55882353	1148.41044776	1183.0	1051.00970874	1340.03370787	1403.51136364	1329.77884615	1586.78571429	1163.44329897	1132.16129032	1184.74311927	1219.5	950.046153846	1254.125	1325.0	1355.04081633	1336.13513514	1077.01111111	1215.38709677	889.258928571	1179.44329897	1100.52830189	1092.2	1365.02830189	1076.69473684	1317.85714286	1288.52380952	1074.375	1405.42519685	1005.65957447	1548.03030303	944.754545455	1298.04301075	1446.0	1211.99107143	1144.55555556	1160.01298701	n/a	1190.81521739	1081.57894737	1037.26388889
alpha_rarefaction_2946_6.txt	2946	6	1196.14285714	2251.22346369	2218.28467153	1089.625	2624.44897959	1344.11811024	1076.65909091	733.4125	1360.61946903	1356.64705882	1219.80373832	1929.30081301	2080.4488189	1341.00943396	1401.65517241	1192.89090909	1387.0	777.048192771	1285.37864078	1293.03488372	840.978723404	1167.65853659	1124.80530973	1088.75	1314.06976744	1180.25225225	1184.44444444	1059.43617021	1062.45454545	1277.28	1224.79032258	1265.04597701	1179.24615385	1420.51282051	1123.58928571	1444.32432432	1317.0212766	814.518518519	n/a	1315.73333333	1084.28767123	1348.6	1182.0	1291.04672897	1169.93877551	1170.01190476	1125.13461538	1137.5	1302.89705882	1130.07920792	1120.97590361	1108.23404255	1144.03030303	1025.08333333	1274.68103448	1220.73728814	1193.55263158	1294.28282828	1181.90625	1434.14814815	1362.77647059	1294.00952381	1230.42105263	1154.59090909	932.285714286	1174.10091743	1245.69298246	792.47826087	1306.47826087	1546.0	1307.99253731	1331.75675676	1121.14130435	1311.47826087	1093.28712871	1174.41284404	1057.61682243	1011.79661017	1471.9009901	1057.51851852	1241.33333333	1344.96	1453.48837209	1406.6635514	903.957446809	1482.0625	1168.57142857	1328.88888889	1432.61445783	1142.94117647	1181.6969697	1113.83333333	n/a	1282.4137931	1228.453125	1332.01587302
alpha_rarefaction_2946_7.txt	2946	7	1188.8988764	2306.89204545	2255.82142857	934.764705882	2564.25	1295.63392857	1023.4	903.04	1448.03157895	1352.42105263	1232.39215686	1975.71544715	2253.00900901	1460.18811881	1475.34579439	1260.14678899	1203.16	917.285714286	1202.73563218	1037.70588235	918.038461538	1238.13483146	1329.49450549	882.518987342	1159.50526316	1250.57281553	1133.9125	1198.37333333	1032.97849462	1239.11650485	1295.49484536	1153.42045455	1298.203125	1306.25	1314.50561798	1404.30693069	1328.17647059	754.585714286	n/a	1152.63636364	1045.0	1476.57894737	1354.48913043	1457.77227723	1129.03960396	999.56122449	1147.47008547	1236.37931034	1124.86904762	1189.28125	1196.57142857	1017.53191489	1196.14285714	1055.96153846	1124.45762712	1451.06315789	1505.36036036	1189.2	1117.73333333	1197.1443299	1099.95	1240.62096774	1263.71929825	1390.53012048	971.108108108	1296.31868132	1293.21428571	878.178571429	1193.55445545	1291.65486726	1386.69047619	1316.61	1100.08163265	1258.11111111	1104.48453608	1106.19626168	1102.55660377	1110.0	1431.88118812	1149.0	1110.09345794	1423.88135593	1348.10526316	1435.37391304	1070.6744186	1399.98230088	1279.5	1065.26168224	1395.12121212	1163.63157895	1261.59550562	1120.08536585	n/a	1236.625	1122.27631579	1124.94285714
alpha_rarefaction_2946_8.txt	2946	8	1210.72527473	2790.16447368	2354.59459459	1047.52941176	2484.85185185	1299.02362205	1037.37113402	1000.01492537	1315.52307692	1362.68269231	1278.33333333	1810.69127517	2139.24137931	1340.13513514	1380.48648649	1291.44329897	1198.48672566	960.575	1120.41732283	1234.03703704	838.887640449	1367.41176471	1222.59405941	1039.04285714	1254.51724138	1213.08108108	1011.2	1185.26388889	1153.81707317	1416.75862069	1259.93636364	1166.76744186	1240.21428571	1159.4954955	1297.69811321	1320.33333333	1103.13761468	810.0	n/a	1300.66666667	1048.22077922	1379.31	1261.18446602	1390.10869565	1111.44554455	1135.0	1263.18269231	1074.78787879	1053.12941176	1184.85714286	1162.17204301	1155.91566265	1280.28	962.725274725	1188.625	1303.1010101	1342.73553719	1143.39130435	1169.88679245	1302.0	1199.88679245	1169.87804878	1333.36363636	1213.61111111	1288.18518519	1231.92792793	1208.7027027	951.048387097	1124.52941176	1477.76106195	1464.408	1348.66315789	1212.18390805	1183.875	1080.81818182	1004.4	1055.51	1067.00970874	1488.06060606	1053.39759036	1295.17241379	1312.16239316	1260.66666667	1619.63461538	1189.28378378	1298.40909091	1110.06451613	1251.03296703	1239.75	1280.26605505	1117.55434783	1100.89156627	n/a	1308.43902439	1078.89189189	1138.01315789
alpha_rarefaction_2946_9.txt	2946	9	1116.6407767	2978.87401575	2208.42307692	1187.70967742	2440.74074074	1254.00689655	1111.36363636	761.5	1413.00925926	1306.1559633	1191.52631579	2120.44247788	1919.0	1362.2952381	1637.52380952	1342.60824742	1275.19791667	918.558441558	1152.80952381	1194.84337349	1115.61538462	1249.53846154	1134.27966102	925.123287671	1193.06382979	1147.55555556	1166.30337079	1111.96341463	1363.28947368	1082.26771654	1355.63541667	1159.21052632	976.863636364	1147.02654867	1261.70212766	1320.12605042	1181.40952381	1009.325	n/a	1244.34579439	1025.94285714	1584.36363636	1120.94915254	1397.93814433	1218.61111111	1097.375	1136.31304348	1195.8172043	1150.63855422	1089.42105263	1186.35869565	1080.2247191	1242.77419355	1139.47826087	1259.33333333	1150.0	1366.16216216	1332.66666667	1158.47524752	1352.42857143	1350.23333333	1332.30769231	1261.92105263	1267.81111111	1000.08	1096.0	1411.15957447	811.126582278	1206.59405941	1225.224	1521.28571429	1294.2967033	1152.5	1153.78350515	976.030927835	1331.0	1337.24358974	1140.6969697	1617.22105263	1127.27631579	1312.3	1466.11009174	1295.66666667	1337.12380952	1034.37974684	1304.64179104	1075.90909091	1324.03409091	1341.62857143	1316.95918367	1071.34259259	1019.0	n/a	1230.41176471	895.0	1057.51851852
alpha_rarefaction_4414_0.txt	4414	0	1381.82142857	3545.953125	2619.45086705	1297.38983051	2952.49115044	1584.5	1302.125	1099.45	1456.97142857	1570.14705882	1532.31578947	2223.86624204	2836.08208955	1684.72093023	1896.224	1417.57246377	1350.33333333	1098.7244898	1645.675	1429.81896552	1098.78571429	1534.13888889	1443.51162791	1138.42528736	1389.09917355	1517.91	1170.51694915	1222.7027027	1351.37864078	1381.168	1547.2	1363.75961538	1274.26	1486.78861789	1329.3880597	1501.02097902	1471.28440367	951.413333333	n/a	1541.45238095	1379.08333333	1667.49107143	1400.50746269	1571.26771654	1388.0	1376.39423077	1399.34883721	1283.54918033	1247.91304348	1372.13513514	1366.6147541	n/a	1289.44444444	1261.85714286	1530.04166667	1533.35658915	1576.69852941	1399.3902439	1392.78899083	1381.42105263	1633.00952381	1697.02238806	1635.8907563	1321.1	1162.27102804	1477.98360656	1579.8974359	1016.87341772	1415.1440678	1479.27516779	1575.32075472	1387.25174825	1282.0	1456.34862385	1305.36036036	1298.13235294	1333.375	1319.15	1535.47133758	1409.16853933	1456.42519685	1713.51145038	1418.54477612	1635.0890411	1256.44660194	1740.32575758	1232.73728814	1418.33962264	1395.4893617	1408.97841727	1336.05	n/a	n/a	n/a	1313.17346939	1372.58510638
alpha_rarefaction_4414_1.txt	4414	1	1325.54761905	3078.24630542	3120.46835443	1246.62931034	2919.37320574	1653.44202899	1439.03296703	1055.63157895	1611.77419355	1489.28571429	1514.25862069	2670.91044776	2968.44444444	1738.19444444	1789.49253731	1328.6171875	1558.84210526	1081.4	1468.0	1291.37226277	1044.26605505	1515.33333333	1371.12195122	1078.14851485	1473.38679245	1510.56074766	1296.04724409	1211.55084746	1235.36363636	1447.66666667	1509.1779661	1307.19417476	1229.53	1433.5877193	1499.9375	1571.14285714	1314.28082192	993.511904762	n/a	1461.224	1223.30927835	1536.75833333	1407.50746269	1562.8540146	1359.52380952	1213.46218487	1430.60465116	1260.0	1376.41666667	1440.29268293	1278.17073171	n/a	1397.42635659	1062.85046729	1478.15107914	1632.53043478	1781.77142857	1553.75912409	1440.25233645	1617.19266055	1469.47008547	1567.23913043	1737.00892857	1495.50925926	1189.73563218	1412.140625	1683.19298246	967.386363636	1380.05737705	1544.81690141	1663.01342282	1518.44360902	1256.50833333	1562.26548673	1399.58163265	1371.17910448	1307.79545455	1340.125	1535.54054054	1237.53271028	1575.9266055	1613.07407407	1421.16666667	1611.03597122	1331.13402062	1605.32867133	1185.53543307	1386.93103448	1497.2	1400.63829787	1384.1	n/a	n/a	n/a	1199.96330275	1305.79591837
alpha_rarefaction_4414_2.txt	4414	2	1312.22047244	3098.00469484	2748.15853659	1189.74418605	3015.53846154	1631.61073826	1250.22522523	1030.83529412	1689.15789474	1600.35915493	1570.91056911	2678.91608392	2439.01818182	1686.0	1694.37931034	1540.25663717	1373.5	1241.78021978	1442.17322835	1415.82524272	1277.45054945	1445.8362069	1323.2109375	1116.42105263	1382.64220183	1362.25833333	1272.99082569	1358.81914894	1402.19811321	1418.04580153	1497.16935484	1487.06315789	1156.12264151	1412.80152672	1561.4368932	1558.36956522	1390.21705426	929.985915493	n/a	1556.25833333	1113.69148936	1668.765625	1555.13793103	1701.49612403	1360.36585366	1307.23893805	1368.86896552	1445.0	1332.5	1554.2983871	1485.16666667	n/a	1360.168	1245.72826087	1432.92517007	1555.04032258	1637.29787234	1492.7	1514.02941176	1479.4789916	1370.99173554	1736.13868613	1572.97560976	1335.84615385	1200.67010309	1351.76470588	1436.65671642	1063.12941176	1436.62790698	1514.30612245	1793.90344828	1505.56934307	1158.5546875	1483.73451327	1271.40517241	1291.79069767	1404.23853211	1431.40384615	1728.38333333	1139.40517241	1826.04123711	1675.0212766	1632.63157895	1550.60606061	1297.80952381	1538.61111111	1327.68103448	1422.6	1495.47008547	1336.92307692	1350.34513274	n/a	n/a	n/a	1227.86666667	1417.56701031
alpha_rarefaction_4414_3.txt	4414	3	1441.29268293	3429.20103093	2509.38372093	1221.17322835	3400.44059406	1730.61538462	1078.00909091	1114.21176471	1496.65217391	1485.90441176	1419.92307692	2548.44078947	2769.375	1501.02097902	1727.33333333	1479.46280992	1680.13392857	1082.95744681	1626.05660377	1484.36734694	1064.11320755	1405.140625	1335.73880597	1109.92045455	1316.00787402	1358.62393162	1330.6969697	1508.02409639	1316.23584906	1521.74590164	1540.35658915	1297.28448276	1207.90625	1463.6147541	1356.79487179	1619.11278195	1421.0	974.858974359	n/a	1437.50381679	1194.63157895	1627.44525547	1354.78947368	1532.00740741	1353.91666667	1464.05882353	1446.91044776	1238.3255814	1370.39473684	1283.4375	1456.12389381	n/a	1359.35897436	1284.19791667	1673.66666667	1470.0	1622.94	1522.56849315	1477.29245283	1640.48672566	1317.50819672	1698.00740741	1476.83088235	1382.10569106	1153.47524752	1457.03603604	1624.625	1024.65217391	1472.57894737	1549.92537313	1707.50595238	1478.0070922	1358.72727273	1450.25892857	1205.18584071	1323.00826446	1371.56410256	1302.5	1507.01973684	1255.8974359	1550.59813084	1703.06521739	1460.23931624	1591.79432624	1325.75	1594.73376623	1297.14705882	1435.23853211	1613.65254237	1345.0942029	1251.36220472	n/a	n/a	n/a	1260.35294118	1206.40952381
alpha_rarefaction_4414_4.txt	4414	4	1382.46774194	3113.22727273	2368.81967213	1293.81896552	2990.99526066	1591.16455696	1277.52777778	1046.64383562	1573.30714286	1460.17105263	1366.41984733	2748.53061224	2389.28571429	1563.06535948	1665.88888889	1387.76086957	1390.35433071	1263.37931034	1683.5210084	1312.65486726	1140.36666667	1562.00990099	1432.84615385	1026.15789474	1299.52419355	1388.22047244	1438.01075269	1206.0	1486.83018868	1474.84615385	1432.57246377	1343.16239316	1242.1443299	1524.6779661	1506.08474576	1721.63909774	1443.00806452	945.558441558	n/a	1509.224	1149.31632653	1634.12598425	1340.38194444	1547.85507246	1330.1	1345.69811321	1437.56557377	1319.75206612	1262.78301887	1299.50806452	1356.8677686	n/a	1494.02631579	1159.98039216	1568.3125	1504.24817518	1620.31034483	1385.27272727	1359.85087719	1630.00934579	1606.08108108	1626.2761194	1564.77692308	1453.58823529	1290.81481481	1280.34306569	1465.11538462	900.5	1344.99253731	1712.68421053	1687.32885906	1409.70895522	1285.05932203	1549.20588235	1168.63333333	1429.24137931	1410.33333333	1223.2421875	1714.53191489	1284.23584906	1544.64102564	1679.62790698	1316.31468531	1606.80536913	1231.40952381	1785.6744186	1404.00854701	1333.6446281	1576.4609375	1421.41666667	1450.27678571	n/a	n/a	n/a	1232.42857143	1387.01098901
alpha_rarefaction_4414_5.txt	4414	5	1587.40540541	2865.10132159	2436.47093023	1206.54471545	3065.52702703	1545.36912752	1269.11650485	1084.43589744	1600.44827586	1692.40441176	1270.74626866	2530.79166667	2790.83333333	1509.04137931	1841.93023256	1488.37391304	1512.95867769	1071.71428571	1505.2890625	1467.15533981	1145.91919192	1360.99065421	1477.72	1053.87912088	1351.02631579	1429.54237288	1420.91919192	1314.49484536	1419.41666667	1365.68613139	1451.29545455	1312.14678899	1210.03191489	1572.48648649	1330.92307692	1544.60416667	1366.16535433	1089.1147541	n/a	1486.41666667	1105.78	1796.00833333	1336.0	1554.15555556	1367.224	1334.2952381	1340.73469388	1240.00854701	1197.5	1615.00961538	1562.52884615	n/a	1490.86111111	1312.25301205	1625.12931034	1430.27067669	1772.36090226	1520.1627907	1398.74107143	1481.98230088	1524.8907563	1587.03921569	1686.16153846	1249.92537313	1161.5106383	1414.5483871	1449.56557377	923.609756098	1521.22608696	1493.87671233	1577.81176471	1481.67407407	1317.00925926	1598.21	1483.36	1313.65	1311.58196721	1237.63414634	1622.00636943	1256.8019802	1548.84210526	1868.61904762	1325.65909091	1614.53378378	1299.4	1520.60416667	1323.15	1238.31538462	1531.59677419	1532.52941176	1409.61	n/a	n/a	n/a	1262.625	1277.67741935
alpha_rarefaction_4414_6.txt	4414	6	1306.48529412	3020.0	2753.28070175	1361.13513514	3112.02941176	1632.8115942	1203.50458716	1044.04411765	1413.45454545	1337.0974026	1385.02255639	2695.02173913	2484.80921053	1520.41732283	1654.0890411	1468.40145985	1343.00714286	1084.5212766	1443.65625	1470.5	1035.11009174	1359.78125	1528.91304348	1532.92307692	1432.968	1340.81896552	1366.79130435	1238.97115385	1551.15151515	1394.50769231	1526.02521008	1440.11235955	1443.12345679	1488.55	1498.56074766	1523.59090909	1378.96	1085.38888889	n/a	1538.00740741	1200.86597938	1619.63235294	1340.84615385	1559.0942029	1299.59854015	1372.39252336	1478.42857143	1232.50847458	1142.6875	1267.04081633	1773.62886598	n/a	1270.4	1247.75862069	1626.59090909	1575.28571429	1589.57746479	1450.21052632	1661.16129032	1441.66141732	1353.5078125	1522.52083333	1622.20945946	1376.23076923	1311.07058824	1405.9	1446.12096774	938.294736842	1383.91743119	1471.81690141	1673.24183007	1608.08196721	1370.17647059	1397.848	1374.62385321	1203.5	1441.08547009	1388.16806723	1557.45283019	1137.6875	1581.56880734	1763.53543307	1555.12396694	1674.34042553	1251.28125	1725.89855072	1409.09433962	1325.3381295	1599.61940299	1548.74626866	1396.65546218	n/a	n/a	n/a	1246.46601942	1262.18269231
alpha_rarefaction_4414_7.txt	4414	7	1485.30508475	2997.07177033	2486.27439024	1316.68103448	3242.89447236	1613.22137405	1459.69306931	978.614457831	1744.62773723	1513.75352113	1481.87096774	2501.03636364	2553.18987342	1550.04929577	1713.24183007	1619.51401869	1337.25503356	1197.76136364	1706.82692308	1540.16666667	1298.075	1370.19354839	1372.04195804	1118.75903614	1507.64705882	1440.77966102	1435.06382979	1295.19090909	1340.8411215	1449.024	1408.50746269	1411.88461538	1227.86734694	1443.72093023	1465.94957983	1548.51079137	1491.54961832	992.181818182	n/a	1503.55970149	1087.5	1645.75	1383.40740741	1572.8503937	1360.24590164	1274.79130435	1485.47482014	1373.90909091	1338.85714286	1425.22689076	1284.12605042	n/a	1314.61904762	1179.15533981	1530.95419847	1507.88372093	1497.60869565	1506.48387097	1419.4375	1503.05084746	1481.05128205	1658.59663866	1388.50675676	1315.00813008	1248.24705882	1414.99212598	1540.71428571	975.534090909	1386.50746269	1741.49612403	1510.84659091	1584.03937008	1288.28448276	1447.8411215	1277.37373737	1473.15254237	1373.42105263	1451.30357143	1620.23529412	1204.73333333	1454.71544715	1693.29496403	1558.22018349	1747.81690141	1310.55882353	1656.66666667	1242.875	1451.6952381	1567.43902439	1411.61538462	1235.82575758	n/a	n/a	n/a	1248.82524272	1360.3814433
alpha_rarefaction_4414_8.txt	4414	8	1304.55	3174.09134615	2525.42134831	1209.75409836	3129.74271845	2028.77777778	1281.11	1041.0	1661.58208955	1541.33333333	1455.46153846	2390.54054054	2540.90566038	1494.76086957	1641.90410959	1546.02325581	1283.89928058	1275.19318182	1414.85365854	1409.65517241	1064.18918919	1449.49541284	1299.23529412	1245.03797468	1401.00854701	1458.10280374	1418.78899083	1158.07936508	1310.05714286	1503.44354839	1574.32608696	1307.625	1268.77419355	1477.08474576	1488.0	1591.22137405	1456.95901639	1063.06756757	n/a	1611.37795276	1196.64516129	1813.92105263	1356.5234375	1489.32374101	1411.05691057	1429.78899083	1565.02521008	1392.02727273	1256.63551402	1457.87096774	1563.69473684	n/a	1359.86290323	1316.00943396	1340.45945946	1431.15789474	1532.6056338	1576.72727273	1427.81578947	1444.90163934	1515.5	1623.33587786	1630.50735294	1361.94354839	1262.01219512	1551.0	1534.81538462	1095.76623377	1375.24390244	1345.17241379	1867.34482759	1583.53448276	1451.37373737	1418.80152672	1348.95145631	1239.66666667	1316.02564103	1247.5	1581.53793103	1324.19148936	1405.125	1717.9	1529.65217391	1618.86956522	1186.76470588	1505.71428571	1448.33333333	1431.87387387	1475.33333333	1558.2295082	1432.99065421	n/a	n/a	n/a	1255.53921569	1503.57291667
