	sequences per sample	iteration	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
alpha_rarefaction_2946_0.txt	2946	0	36.48245	70.2862	60.59408	36.3248	71.09428	49.50539	35.51963	32.25093	44.45033	41.08904	41.73447	62.15982	58.90858	44.97295	45.57449	37.52118	37.753	29.51966	41.02297	37.68488	30.35031	40.53643	41.65807	30.04448	38.82555	37.85989	36.20844	36.09597	34.83224	41.2602	39.33038	38.05196	28.50455	38.21098	39.84967	46.51994	39.75257	22.782	n/a	38.72921	30.62023	41.48856	37.92703	38.06283	39.53077	36.57228	42.61571	37.66049	37.59427	39.29832	41.31578	35.38884	36.89877	35.63322	40.47114	42.8914	46.15816	43.74807	35.04398	43.30442	40.93172	40.81166	43.03055	36.90716	34.38958	40.54059	43.28545	29.3424	39.04249	42.15704	47.89179	42.32245	36.22056	39.57946	36.53843	43.70034	38.41466	38.3859	42.58659	35.02894	36.47068	46.43172	43.80481	43.45912	32.34174	43.77633	39.34875	37.65216	44.42664	40.67587	35.4405	38.68579	n/a	36.92366	36.27117	35.0915
alpha_rarefaction_2946_1.txt	2946	1	35.6003	72.30226	63.23105	36.21145	72.94429	47.23864	34.30173	31.83074	46.51954	41.54743	40.75454	60.30808	59.14804	45.58134	47.10522	39.66506	37.21512	31.1552	42.50865	38.10963	29.27235	38.8508	41.83481	29.06912	41.12621	37.54562	37.97655	37.28448	35.61534	42.99705	38.29347	36.87187	32.38256	38.17204	41.45309	48.46377	38.68153	26.03191	n/a	39.12837	29.37831	43.89847	37.55976	36.73438	38.15625	37.04682	43.72869	38.42811	36.88585	38.85123	40.51471	35.40194	37.9945	33.48545	40.27978	43.63954	45.06206	41.95474	35.41541	42.71987	39.36244	41.98202	44.16208	36.6711	34.16429	41.80099	41.71842	26.19918	39.59422	42.23281	47.90703	42.16661	37.0006	38.19443	36.14846	43.03636	39.60041	37.40861	43.13651	34.92915	36.91626	45.78192	43.55583	44.65535	32.28544	43.94753	38.32382	36.8	44.49446	40.72932	34.46606	38.79187	n/a	36.05252	35.68859	34.98927
alpha_rarefaction_2946_2.txt	2946	2	36.38318	70.79168	59.13431	36.90139	70.25577	48.12049	34.25318	29.93959	44.56123	41.19281	41.27786	61.31806	59.22605	44.73469	46.20706	39.12725	37.63033	31.42603	40.85536	37.69858	29.28566	39.26017	41.57149	30.67827	39.82795	37.54275	35.97553	37.3613	34.58863	44.99833	38.04343	38.20359	30.89548	37.94732	37.10661	46.53863	38.47524	25.31659	n/a	39.62052	31.07644	41.94785	36.95587	37.73968	39.07616	36.81943	40.96115	39.45884	36.29783	36.78639	40.48334	34.59008	37.50754	32.69383	40.82025	44.86098	46.33275	43.39921	34.8375	42.59381	40.2267	42.35633	42.38446	39.47831	33.68744	40.75935	43.38305	28.70735	38.72023	41.0211	47.7576	42.39781	36.11783	37.86272	39.50158	43.49516	39.3696	39.60252	42.36408	32.62443	36.17606	45.19402	43.94303	44.85205	33.47728	44.13008	38.7467	37.7624	43.70178	40.73485	34.32476	38.30025	n/a	36.97254	35.83528	36.47564
alpha_rarefaction_2946_3.txt	2946	3	36.44339	69.48549	61.73311	36.05835	73.07439	46.04026	34.45688	32.03062	45.86817	40.32113	40.97692	58.5429	58.58046	45.18816	48.32228	39.34481	36.90052	30.67542	40.18424	39.65916	28.74183	38.61746	41.9143	31.94308	39.97775	36.95986	35.92115	36.11205	33.95302	43.4223	38.7074	38.64931	30.77403	38.36264	40.17728	46.58753	38.49526	23.52088	n/a	39.16345	29.57761	42.42627	37.14521	37.07276	39.27939	35.89008	41.84044	38.12053	35.8008	37.52688	39.94026	35.74497	35.46071	34.26466	40.6374	43.74011	43.59797	42.59704	35.53408	41.96403	41.10349	42.12163	43.50789	36.46319	33.74976	40.72219	44.43481	29.19915	38.50791	42.26775	47.42862	41.04643	36.23908	39.00834	36.60715	43.86881	38.24639	37.58223	43.63083	33.8839	36.46029	45.56611	43.27393	44.82965	31.60643	44.13306	38.52713	37.47445	42.62467	40.85712	34.55617	38.76313	n/a	35.80047	34.8075	35.46346
alpha_rarefaction_2946_4.txt	2946	4	37.01208	72.34868	57.44547	36.06473	69.59509	46.75743	35.22412	31.94067	45.54142	41.68123	41.62725	60.84406	58.1102	46.24066	46.30264	39.40568	37.13412	31.36312	40.51069	37.95469	30.93331	39.98217	39.51027	31.30228	37.40963	38.00518	36.69361	36.44303	33.55963	42.57696	39.35386	37.42837	30.90655	36.91823	41.54238	47.60487	38.40844	24.03069	n/a	38.57734	30.29081	42.61708	38.21958	37.10238	38.32838	35.90991	41.78605	37.27089	34.3865	35.89841	41.06127	35.19973	37.73139	35.2154	43.56106	43.19849	47.3806	43.53722	35.26808	43.33416	39.137	41.86204	43.4754	36.79576	33.41972	40.35585	45.01999	28.94096	38.66855	43.33045	47.79596	42.11867	34.79534	38.17107	37.8284	43.92363	39.33319	38.99533	42.74	34.46488	37.30632	45.22035	43.71931	46.96186	32.89946	45.17862	38.91057	37.84844	44.94223	40.14452	34.0008	38.47772	n/a	36.51198	35.3667	34.82508
alpha_rarefaction_2946_5.txt	2946	5	36.91568	69.89025	62.41092	36.35543	70.09593	46.24107	33.30737	30.17231	43.7908	40.72225	42.12855	63.90491	58.69646	43.89438	47.96384	39.22935	39.07905	31.74006	42.68146	37.50802	30.08803	39.28311	40.27391	30.05517	37.24016	36.02893	36.45137	36.0883	34.06357	42.4143	38.23175	37.73713	30.76987	37.55739	41.00705	46.85734	39.35512	24.09195	n/a	40.82115	30.32134	42.12274	38.16665	37.80575	39.44055	36.83454	42.26972	38.29079	36.59325	38.58521	39.63069	34.66965	36.79475	33.83736	41.49104	43.48666	43.72579	42.92527	34.17505	43.6142	41.22498	41.26302	44.73731	37.1524	33.72067	41.47947	43.47334	28.44532	40.23911	42.77054	48.19191	42.86973	37.00259	38.79573	35.52754	42.08109	38.31662	39.43535	42.35204	37.44825	37.8344	45.38571	40.85509	47.12835	32.61147	45.575	38.93689	39.10393	44.61312	41.46698	34.47797	38.44979	n/a	36.86981	36.04885	35.05724
alpha_rarefaction_2946_6.txt	2946	6	34.8249	71.38871	61.58128	35.63927	69.7755	47.02897	33.62459	30.60153	44.8154	41.00604	41.06316	61.98188	59.24539	44.71415	46.55595	38.60771	39.09095	29.80833	42.70578	37.17912	29.70986	38.9763	40.83053	30.54361	39.016	38.62922	35.30386	37.13442	34.34075	42.04753	40.26022	39.0138	31.51233	38.19466	39.15386	47.60112	38.97816	24.00531	n/a	38.1474	30.05603	41.04704	38.737	38.09355	39.06353	36.35474	41.67842	37.66222	36.19361	36.29433	39.04752	35.74641	36.21671	33.57648	42.2326	44.75142	43.77448	42.81454	35.36433	43.25889	41.37288	40.77611	42.96916	37.10233	33.793	42.89397	43.05956	28.70077	38.54416	43.57199	46.19918	42.00306	36.09745	40.20102	38.13341	42.728	39.44396	39.2502	43.52824	34.47924	36.47929	44.5743	42.91149	44.85837	32.59198	44.50567	37.67105	37.15166	43.1647	40.63657	35.7568	38.66831	n/a	37.31986	36.10683	36.22284
alpha_rarefaction_2946_7.txt	2946	7	36.16845	69.39817	58.52774	35.71013	72.07624	45.27933	33.7644	32.03032	44.09447	42.58595	41.91296	61.04423	60.78809	47.02407	46.44719	40.32536	39.41392	30.92897	39.65852	38.41834	28.78096	39.75181	41.31319	30.35351	38.36817	37.00656	35.74645	36.69392	34.76887	41.25019	38.62704	37.18472	31.53249	36.70208	40.5622	45.80371	39.25351	23.70683	n/a	38.59118	29.48559	41.81511	36.57466	38.43556	38.76806	35.2718	42.51952	38.36804	36.19063	37.04613	41.28628	35.34441	36.97627	33.1508	41.00393	45.019	46.10504	41.89713	34.77522	42.25206	40.47074	42.10201	43.66627	38.13224	33.38528	40.72792	43.92133	28.04753	39.38798	42.83134	47.415	40.76253	36.89812	38.52783	38.12804	43.52696	37.77525	38.3532	43.35454	34.89921	36.14496	45.96538	42.50382	45.14292	33.78848	43.48871	42.08971	36.57392	44.47071	39.81438	34.41697	38.15389	n/a	36.05495	35.3172	34.34853
alpha_rarefaction_2946_8.txt	2946	8	37.20341	73.10636	59.92866	36.23708	71.80245	47.61488	34.6877	31.91421	46.07182	40.18931	40.61958	63.0762	57.02029	45.85303	45.64959	38.95374	38.56925	31.5967	41.0928	37.91033	30.23505	39.66131	40.40517	30.20515	38.77835	37.7703	35.51714	35.69139	34.17716	43.52947	38.87612	36.92264	31.23398	38.98394	41.11202	46.75051	38.54669	24.11838	n/a	40.24043	30.19508	42.44307	39.35639	37.08363	38.94096	36.59865	42.68554	38.74642	36.34048	38.31785	41.34781	34.88851	38.26398	35.11931	39.62601	44.2963	45.88137	42.22445	34.8739	42.8737	41.27681	40.95093	43.35063	37.02568	34.117	42.43313	43.36574	28.6039	38.16005	44.86686	47.64533	40.90678	36.52954	38.51099	38.52737	41.52675	37.53696	37.81026	41.65388	35.78034	36.17262	45.49401	43.39565	45.76905	33.07034	44.56768	40.00864	37.85494	42.28775	41.99456	33.48757	38.6271	n/a	36.64664	35.49584	36.59437
alpha_rarefaction_2946_9.txt	2946	9	36.50649	71.24049	60.31391	37.72875	70.75788	47.50059	34.29221	31.67879	45.5163	42.57049	41.94505	61.12921	58.55137	44.5561	47.36149	39.5522	39.52661	30.67986	39.67782	38.40023	30.13836	39.9369	41.33297	29.52636	39.29592	36.09823	37.07482	36.80882	35.10727	42.7225	38.37881	37.69765	30.24546	38.69448	39.87192	46.3735	37.92524	23.72342	n/a	39.52462	28.63	41.53882	36.57201	37.94832	39.78764	37.06605	41.52235	38.52587	35.68186	35.85334	41.6849	35.04557	37.80923	33.44869	40.49304	42.50806	43.9538	44.62929	35.78057	43.16472	40.17843	40.04123	42.91672	36.67638	33.5717	40.9245	43.49534	28.31941	38.20751	43.33005	48.22395	39.88282	35.88054	38.89508	37.56175	43.50009	38.34507	39.52202	42.81945	35.3733	37.79542	45.42682	44.58387	44.77715	32.56392	45.50424	39.81057	37.83732	45.3122	42.54947	35.0929	38.06438	n/a	36.35586	35.22207	34.45618
alpha_rarefaction_4414_0.txt	4414	0	39.87797	89.28291	74.95388	41.68079	85.69611	54.38574	40.48206	35.88638	50.35668	48.28044	49.5324	70.79847	69.45962	53.23423	54.41117	45.70895	45.4101	34.90902	49.76863	44.40397	34.92007	45.44632	48.78591	34.73402	44.42794	41.82493	41.76921	42.64478	39.72737	46.57881	44.13512	42.93426	36.43562	44.63205	46.59886	54.50263	43.89279	29.15373	n/a	46.87441	35.5955	47.72149	44.26869	43.11236	45.44575	42.28973	47.94945	42.67662	41.9037	42.19697	48.6812	n/a	42.31522	39.12067	48.80559	50.53777	51.87372	47.51506	40.5367	48.07929	47.88915	48.66158	49.92221	43.31171	40.88488	48.41562	49.57428	32.8182	43.95889	49.11484	53.27795	47.93656	41.11881	44.93397	44.27701	49.06686	44.17101	44.49519	50.60125	40.63084	43.70553	51.57972	49.4256	52.47647	37.91129	51.33761	45.06797	43.70591	49.04518	47.71256	39.56842	n/a	n/a	n/a	41.43083	41.16656
alpha_rarefaction_4414_1.txt	4414	1	40.12439	86.10098	73.91461	41.25284	85.53357	53.06739	40.82253	35.69739	51.96844	47.21955	47.49016	73.12128	72.23298	52.41954	54.38259	43.54001	44.83682	35.08166	47.76365	43.01522	34.04308	46.88271	46.27212	35.96801	44.48478	42.51775	42.84775	43.53093	37.63418	47.32185	45.21139	43.02174	36.96824	43.08452	45.7745	55.6427	45.09431	29.85062	n/a	44.97277	35.09462	46.68369	44.14693	43.61201	45.40095	41.37694	49.12549	43.36339	41.76114	44.99776	48.48946	n/a	43.04541	38.56558	47.95487	50.81364	54.11475	50.42817	40.79224	50.04161	46.05289	48.21164	50.06815	43.0961	38.08439	47.6218	51.52652	33.00952	45.73837	48.58292	53.51875	47.68739	41.68063	45.90041	44.48644	49.77123	44.88401	44.29111	49.69569	40.7739	42.22459	51.09588	48.8857	51.84498	38.21136	51.40331	45.06208	42.26865	49.90808	46.75689	39.38386	n/a	n/a	n/a	41.05752	41.68464
alpha_rarefaction_4414_2.txt	4414	2	41.87431	87.80944	72.87265	40.97978	84.39039	55.08505	39.43972	36.89592	52.957	48.31426	48.37601	74.38231	70.39729	52.46091	53.27992	44.0255	46.11059	36.1774	48.26523	42.49936	35.40013	45.5513	45.57726	36.34725	44.14038	43.03552	40.88131	42.578	39.88105	48.21335	43.84892	44.01894	35.89388	44.68067	47.94523	54.24927	45.28891	28.2653	n/a	46.1667	33.10495	48.57517	42.53739	44.81806	45.20495	42.76417	49.50873	44.9135	41.83503	44.49603	48.18083	n/a	42.98611	39.61326	46.99766	50.62739	52.78772	50.72643	40.58008	50.35759	45.33944	48.93885	49.97557	43.5017	39.90647	45.35348	47.60161	33.13685	44.7893	49.59366	54.57329	49.36088	42.04054	45.29675	44.01801	48.08827	44.25757	44.67447	49.48588	41.13041	43.5882	52.83353	50.14848	53.14356	38.94622	50.80972	45.4436	43.81817	48.90645	47.63742	40.2249	n/a	n/a	n/a	41.1611	43.14676
alpha_rarefaction_4414_3.txt	4414	3	41.85079	87.33731	74.00415	40.98182	86.20748	54.78629	38.8105	37.25825	51.99513	48.0815	47.76125	75.36456	69.76181	53.47762	53.91616	45.66689	47.29715	34.41833	47.62992	42.83634	33.72781	47.32263	46.31946	34.86006	42.73079	42.87365	42.58734	42.76878	38.55932	48.74537	44.43643	43.05954	35.25024	44.60398	45.74825	54.52609	44.77838	29.20299	n/a	44.57445	34.89582	48.72122	43.45585	43.4782	45.84834	42.80925	48.93476	44.31863	41.56699	42.75955	47.88508	n/a	41.64338	39.81107	48.4037	51.33904	52.15615	50.7357	41.08869	49.98154	45.29627	49.52499	49.56962	43.37158	39.4721	46.56694	50.88777	31.91753	46.35098	49.35338	55.8657	48.85367	40.73423	44.33642	42.72379	48.80432	45.97429	45.17396	50.41111	42.54817	41.86733	52.52473	48.82545	52.73245	38.47407	51.04901	44.37913	42.99418	49.33173	47.08293	39.15857	n/a	n/a	n/a	41.39759	40.15511
alpha_rarefaction_4414_4.txt	4414	4	42.96931	85.24239	73.07821	41.29988	83.82784	53.73661	38.79967	35.80051	51.29013	47.42929	47.81311	73.71235	70.74606	53.66497	53.62714	44.36103	46.20152	36.30946	49.41167	41.92604	33.70538	45.35766	46.94279	35.17665	44.52595	42.97836	42.45098	42.22143	40.11077	49.11092	44.04818	44.0371	35.63311	44.62852	48.32979	55.24188	44.60737	29.46222	n/a	46.0063	35.22274	47.69738	43.9466	43.82333	44.5471	42.29322	47.29542	44.89744	41.26217	42.47144	49.159	n/a	43.88088	40.00803	48.07736	50.3942	53.62574	49.57399	40.58517	49.84841	46.77327	48.45631	49.60974	43.28795	39.33796	46.86106	48.62783	32.35161	44.99264	49.14335	54.28562	48.3117	42.43652	44.98536	43.2303	49.72962	45.30414	44.24079	49.87082	41.04917	42.75441	52.11154	48.52826	50.92714	38.63782	52.24652	47.11618	42.94679	50.56348	47.65936	40.10956	n/a	n/a	n/a	41.30115	41.73422
alpha_rarefaction_4414_5.txt	4414	5	43.04761	86.10007	71.22784	41.00142	85.68471	54.855	40.84714	35.63234	52.55584	49.16905	47.03684	72.21775	72.17643	52.49831	53.22597	44.49295	45.96861	36.16771	48.16356	42.56955	35.44503	45.03025	47.65435	35.43524	45.16703	42.71363	43.09456	42.38823	39.00988	48.11622	43.81358	43.05339	35.4605	44.36151	45.47852	54.19324	45.08926	28.46104	n/a	45.57227	34.6932	49.5049	42.11879	44.03101	45.61266	41.99668	47.90254	43.6246	40.97872	44.11134	48.97838	n/a	43.20157	38.49911	47.55941	49.42141	52.02468	49.08358	40.89512	49.13294	47.10121	49.26101	50.5752	42.3765	37.88504	47.54762	49.56625	32.66721	45.92474	48.8698	55.42586	48.49182	41.68389	45.94055	43.36916	49.90214	44.64537	42.99576	52.10156	39.86028	42.6824	53.64466	48.70898	51.10849	38.56023	49.7144	46.35343	42.98607	49.94086	47.56996	38.60905	n/a	n/a	n/a	41.65147	40.19553
alpha_rarefaction_4414_6.txt	4414	6	42.3776	83.75437	74.86816	41.33933	86.17832	53.55747	39.15852	35.25043	50.86298	47.14519	46.83111	73.85481	69.35452	52.17835	53.69406	45.76841	46.33767	34.44185	48.84581	44.79411	35.3244	47.35369	48.08246	36.57474	46.28711	41.4925	43.06386	42.37167	40.32195	47.82582	44.1663	43.46495	35.95637	44.55098	45.5929	53.12096	43.08384	29.91808	n/a	46.21823	34.39171	49.71791	42.43223	44.18044	45.72929	42.49965	48.09469	44.16892	40.60967	42.76906	49.57291	n/a	43.01527	38.68694	48.77407	51.12207	53.24297	50.2083	41.23149	50.428	46.41038	48.90928	51.11905	42.58486	39.99745	47.0614	49.09154	33.55811	44.95295	49.07501	54.36042	48.28518	43.99062	45.75685	43.95699	48.59666	44.88599	44.15613	50.36642	40.61643	43.39008	51.51733	48.34409	51.40512	37.2881	51.16449	46.38367	45.4864	51.26188	48.62859	39.26034	n/a	n/a	n/a	41.40449	40.87521
alpha_rarefaction_4414_7.txt	4414	7	42.26851	85.94453	70.39043	41.97717	85.16099	53.46257	41.31242	35.32445	52.48316	48.16557	47.75465	76.81635	71.87001	53.39635	54.24888	44.18896	45.79523	35.30807	47.73709	44.16794	33.73652	44.50885	46.85208	34.97675	45.4477	42.6909	41.14192	43.60068	39.32573	47.33957	43.27639	43.70971	36.2366	44.80035	46.61376	53.63955	45.42232	28.92321	n/a	45.66683	35.92196	48.92101	44.36809	43.80045	44.9132	42.07963	49.19674	42.74995	39.40206	44.3543	45.69111	n/a	42.68162	38.73122	46.74641	50.52957	51.78832	49.25543	40.71505	50.60202	46.05668	46.92883	48.71996	41.93186	39.58559	47.64188	50.29171	33.25684	45.57204	51.50887	52.72532	49.41441	42.45537	45.50527	43.02259	49.37822	44.47451	45.40358	49.6857	41.70257	43.13392	52.11703	48.05922	53.66471	39.20747	51.45074	45.95536	43.96612	50.3579	46.90334	39.4613	n/a	n/a	n/a	40.79233	42.34322
alpha_rarefaction_4414_8.txt	4414	8	40.73994	87.3489	73.92772	41.38604	86.65096	54.95521	39.6506	35.53	51.82979	46.26611	47.64122	72.8033	67.92127	52.15468	53.6827	45.25645	44.38198	36.12059	47.05665	43.57148	34.63726	45.15006	46.07282	35.74818	45.19012	42.11007	43.25863	42.82778	38.56987	48.29284	46.50061	43.86005	36.92424	43.80179	45.8945	53.62912	45.24732	29.88216	n/a	46.79008	34.28875	48.24334	42.79639	43.60311	45.56194	43.41094	48.83307	44.2907	41.919	43.16299	47.48836	n/a	43.13026	40.31173	46.88369	50.39426	50.90936	48.76131	41.03703	48.83703	46.7714	47.8365	51.14754	42.8519	38.57534	46.51762	50.1929	32.62882	44.04464	49.54439	54.26763	49.27759	42.54783	46.26151	43.18232	48.05471	44.28992	43.99847	51.0117	40.32513	42.19875	52.11933	49.43351	51.34724	38.4068	49.63569	45.89886	43.41576	50.67802	47.59452	39.32091	n/a	n/a	n/a	41.40837	42.63147
alpha_rarefaction_4414_9.txt	4414	9	43.24847	85.40736	72.29039	41.2352	84.8716	55.40386	38.678	35.57185	50.52108	46.99068	48.5637	72.10744	67.81597	52.33283	55.28186	45.1621	43.35512	35.83884	49.73205	42.84988	34.27621	44.74533	46.66998	34.65341	43.31114	42.41094	41.68973	42.24705	38.95775	51.19591	45.85909	43.81419	35.31494	44.30841	45.91467	55.83752	42.55324	28.37812	n/a	46.37708	35.95524	49.8967	44.88926	43.01676	45.71034	41.62647	48.72968	43.48872	40.24156	44.27774	49.53377	n/a	42.84929	38.75885	47.93238	50.55644	51.63718	49.82551	41.1486	48.96498	44.53541	47.59532	50.24961	43.55045	38.12171	46.6967	48.60053	32.8683	46.55183	49.43185	53.8414	48.52159	41.72254	45.28226	43.25825	48.53182	44.93116	45.18119	50.43058	42.08096	42.7444	52.74589	49.11617	52.29482	38.91622	51.01507	45.2863	43.88755	50.66366	48.22359	39.49662	n/a	n/a	n/a	41.06981	41.87847
alpha_rarefaction_5882_0.txt	5882	0	45.94814	100.14125	83.23192	n/a	96.17406	60.97545	44.65626	40.0099	56.54376	51.77994	54.29265	85.98657	81.44998	58.00094	60.04469	48.92288	51.34937	39.55579	53.07748	48.4123	37.83061	49.22437	52.42287	40.17688	49.11377	46.38386	47.89655	47.80875	42.41433	54.02883	47.88913	47.78624	38.87174	n/a	53.53372	60.03479	49.33765	31.89435	n/a	50.04533	37.6976	53.85623	47.66446	n/a	n/a	46.4399	51.95455	48.52269	46.1837	48.64855	54.14979	n/a	47.81128	43.8406	52.36637	55.71339	57.38169	54.74235	n/a	54.66781	51.51325	52.41426	56.24537	47.87859	42.67859	52.21684	52.73729	35.80837	50.02776	53.99254	60.96786	54.03318	46.60472	50.92551	47.21984	53.99665	50.12704	48.17579	55.77353	44.00644	47.44529	n/a	53.61587	58.6104	41.76243	56.45392	51.16305	47.65359	54.15927	52.79963	45.01369	n/a	n/a	n/a	n/a	45.70135
alpha_rarefaction_5882_1.txt	5882	1	46.82656	101.71074	84.24451	n/a	97.36326	59.946	42.31385	38.9607	56.93327	53.67035	53.88215	83.77872	80.82352	56.73457	59.34393	49.33941	49.23717	38.26251	53.9637	48.21465	38.65053	50.29187	52.79029	39.33813	48.67965	47.17272	45.25114	45.97412	43.48058	54.18834	48.55376	48.17903	39.78262	n/a	52.26726	58.89934	49.24687	32.60011	n/a	49.91503	38.89255	55.1227	48.57689	n/a	n/a	47.2139	52.71287	49.38731	45.34489	48.48701	51.46689	n/a	47.36433	42.40076	51.79506	55.7112	58.44155	53.96139	n/a	55.18281	51.40621	52.25722	55.75913	46.88922	45.82933	51.92316	55.3632	36.93207	49.85916	55.54513	61.70049	54.03218	48.14226	49.19183	46.55796	53.84717	50.1339	49.225	57.38994	44.47511	46.79347	n/a	54.64396	57.89014	42.42304	56.84926	50.81197	48.48579	55.03273	52.43318	44.91635	n/a	n/a	n/a	n/a	46.25897
alpha_rarefaction_5882_2.txt	5882	2	47.51789	99.93484	81.6835	n/a	95.94535	61.09183	45.58001	40.04869	56.98352	52.26947	53.60832	85.33501	79.90038	56.13377	59.96979	49.96769	50.35215	38.88471	54.36796	47.9642	37.45026	49.31146	52.08053	39.37867	48.36707	47.38518	47.63577	47.03783	42.60555	52.33169	50.5494	49.31539	41.12464	n/a	51.63181	60.11743	50.17912	32.0962	n/a	50.20402	38.33045	52.82329	47.94012	n/a	n/a	46.76445	53.15613	48.38448	46.09472	47.57411	51.26592	n/a	47.7519	44.94209	53.06391	55.67766	56.09805	56.06692	n/a	54.79038	51.75172	53.56461	55.14372	46.34473	43.49266	50.51517	54.16295	36.11888	48.69849	51.58014	60.49446	54.02	47.00045	50.12395	48.77315	54.36661	49.50737	47.70559	54.65233	45.83637	47.19632	n/a	53.9557	58.80353	42.46589	56.6965	49.1391	46.87497	54.20997	52.13005	43.86448	n/a	n/a	n/a	n/a	46.02438
alpha_rarefaction_5882_3.txt	5882	3	47.1651	100.30662	82.29162	n/a	98.15466	61.39492	43.32571	40.60653	56.77847	53.04127	53.79314	83.16153	78.00165	56.53544	58.82646	48.58358	49.72842	39.54427	54.27375	48.53112	37.57204	50.47549	51.60716	40.48855	47.79823	46.38756	47.45431	45.81584	42.62618	54.16159	49.12779	47.0282	38.85701	n/a	50.0951	58.97858	49.96721	32.13552	n/a	49.50708	38.73301	54.25332	46.97666	n/a	n/a	45.79984	53.29658	48.6154	45.29983	47.31357	52.92293	n/a	47.35516	42.8867	51.12384	55.72775	59.73117	55.92889	n/a	54.86125	50.77762	53.45715	54.88217	47.0437	43.35986	52.52654	54.6743	36.33827	48.45033	54.27017	62.2068	52.34493	46.63616	50.59462	47.16245	53.19211	49.00167	48.09705	55.71827	44.35745	46.42261	n/a	54.63311	57.84568	43.18608	56.54837	51.18063	47.70253	55.65132	52.63811	44.13869	n/a	n/a	n/a	n/a	45.95984
alpha_rarefaction_5882_4.txt	5882	4	45.15226	97.20332	83.64164	n/a	97.19753	59.07374	43.15393	40.30931	59.12604	52.27398	54.22197	83.51611	81.90783	57.8449	59.48024	50.56434	51.90636	38.80998	51.99731	48.70779	38.33145	50.66489	51.02767	38.95956	49.49926	46.63248	46.57354	46.3762	42.67546	54.42092	49.20652	47.20256	39.17367	n/a	52.9298	59.20668	50.13987	31.94997	n/a	50.69563	39.92748	54.06957	47.49379	n/a	n/a	47.00482	51.51169	47.71176	45.26609	47.63955	52.66042	n/a	47.78354	43.1061	53.47213	55.66042	56.89324	55.78576	n/a	54.84556	50.86407	53.35105	55.90897	47.23817	45.30065	51.46817	55.76001	36.473	49.70419	52.36567	61.06238	52.57804	47.93473	50.31358	47.32333	53.32174	49.53661	49.98122	55.61656	43.71686	46.95024	n/a	54.54132	57.61953	42.10849	55.83684	49.84563	48.53877	54.609	52.08646	44.19109	n/a	n/a	n/a	n/a	44.63408
